"id","task","option","sens_89","sens_94","spec_89","spec_94","rad_part","rad_all","evid_rct","evid_both","tran_part","tran_full","repr_med","repr_high","choice","optout","practice_years","female","indid","midwest","northeast","south","urban","tech_negative","rad_contact_med_high","rad_trust_mod_high"
21,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,311,0,0,0,1,0,0,1
21,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,3,0,312,0,0,0,1,0,0,1
21,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,0,-1,3,0,312,0,0,0,1,0,0,1
21,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,312,0,0,0,1,0,0,1
21,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,3,0,313,0,0,0,1,0,0,1
21,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,3,0,313,0,0,0,1,0,0,1
21,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,313,0,0,0,1,0,0,1
21,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,3,0,314,0,0,0,1,0,0,1
21,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,3,0,314,0,0,0,1,0,0,1
21,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,314,0,0,0,1,0,0,1
21,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,3,0,315,0,0,0,1,0,0,1
21,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,3,0,315,0,0,0,1,0,0,1
21,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,315,0,0,0,1,0,0,1
22,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,1,0,316,0,0,0,1,0,1,1
22,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,1,-1,1,0,316,0,0,0,1,0,1,1
22,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,316,0,0,0,1,0,1,1
22,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,1,-1,1,0,317,0,0,0,1,0,1,1
22,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,1,0,317,0,0,0,1,0,1,1
22,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,317,0,0,0,1,0,1,1
22,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,1,0,318,0,0,0,1,0,1,1
22,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,1,0,318,0,0,0,1,0,1,1
22,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,318,0,0,0,1,0,1,1
22,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,1,0,319,0,0,0,1,0,1,1
22,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,1,0,319,0,0,0,1,0,1,1
22,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,319,0,0,0,1,0,1,1
22,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,1,0,320,0,0,0,1,0,1,1
22,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,1,-1,1,0,320,0,0,0,1,0,1,1
22,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,320,0,0,0,1,0,1,1
22,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,1,-1,1,0,321,0,0,0,1,0,1,1
22,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,1,0,321,0,0,0,1,0,1,1
22,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,321,0,0,0,1,0,1,1
22,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,1,-1,1,0,322,0,0,0,1,0,1,1
22,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,0,-1,1,0,322,0,0,0,1,0,1,1
22,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,322,0,0,0,1,0,1,1
22,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,1,0,323,0,0,0,1,0,1,1
22,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,1,0,323,0,0,0,1,0,1,1
22,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,323,0,0,0,1,0,1,1
22,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,1,-1,1,0,324,0,0,0,1,0,1,1
22,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,324,0,0,0,1,0,1,1
22,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,324,0,0,0,1,0,1,1
22,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,0,-1,1,0,325,0,0,0,1,0,1,1
22,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,1,-1,1,0,325,0,0,0,1,0,1,1
22,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,325,0,0,0,1,0,1,1
22,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,1,0,326,0,0,0,1,0,1,1
22,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,0,326,0,0,0,1,0,1,1
22,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,326,0,0,0,1,0,1,1
22,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,1,0,327,0,0,0,1,0,1,1
22,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,1,0,327,0,0,0,1,0,1,1
22,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,327,0,0,0,1,0,1,1
22,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,1,-1,1,0,328,0,0,0,1,0,1,1
22,13,2,0,1,0,1,0,1,1,0,1,0,1,0,0,-1,1,0,328,0,0,0,1,0,1,1
22,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,328,0,0,0,1,0,1,1
22,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,1,-1,1,0,329,0,0,0,1,0,1,1
22,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,1,0,329,0,0,0,1,0,1,1
22,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,329,0,0,0,1,0,1,1
22,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,1,-1,1,0,330,0,0,0,1,0,1,1
22,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,1,0,330,0,0,0,1,0,1,1
22,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,330,0,0,0,1,0,1,1
23,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,2,1,331,0,0,0,1,0,0,1
23,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,2,1,331,0,0,0,1,0,0,1
23,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,331,0,0,0,1,0,0,1
23,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,0,-1,2,1,332,0,0,0,1,0,0,1
23,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,2,1,332,0,0,0,1,0,0,1
23,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,332,0,0,0,1,0,0,1
23,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,0,-1,2,1,333,0,0,0,1,0,0,1
23,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,2,1,333,0,0,0,1,0,0,1
23,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,333,0,0,0,1,0,0,1
23,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,2,1,334,0,0,0,1,0,0,1
23,4,2,1,0,0,1,0,1,1,0,0,1,0,1,0,-1,2,1,334,0,0,0,1,0,0,1
23,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,334,0,0,0,1,0,0,1
23,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,2,1,335,0,0,0,1,0,0,1
23,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,2,1,335,0,0,0,1,0,0,1
23,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,335,0,0,0,1,0,0,1
23,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,2,1,336,0,0,0,1,0,0,1
23,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,1,-1,2,1,336,0,0,0,1,0,0,1
23,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,336,0,0,0,1,0,0,1
23,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,2,1,337,0,0,0,1,0,0,1
23,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,2,1,337,0,0,0,1,0,0,1
23,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,337,0,0,0,1,0,0,1
23,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,2,1,338,0,0,0,1,0,0,1
23,8,2,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,2,1,338,0,0,0,1,0,0,1
23,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,338,0,0,0,1,0,0,1
23,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,2,1,339,0,0,0,1,0,0,1
23,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2,1,339,0,0,0,1,0,0,1
23,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,339,0,0,0,1,0,0,1
23,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,0,-1,2,1,340,0,0,0,1,0,0,1
23,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,2,1,340,0,0,0,1,0,0,1
23,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,340,0,0,0,1,0,0,1
23,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,2,1,341,0,0,0,1,0,0,1
23,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,0,-1,2,1,341,0,0,0,1,0,0,1
23,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,341,0,0,0,1,0,0,1
23,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,2,1,342,0,0,0,1,0,0,1
23,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,0,-1,2,1,342,0,0,0,1,0,0,1
23,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,342,0,0,0,1,0,0,1
23,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,2,1,343,0,0,0,1,0,0,1
23,13,2,0,1,0,1,0,1,1,0,1,0,1,0,0,-1,2,1,343,0,0,0,1,0,0,1
23,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,343,0,0,0,1,0,0,1
23,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,2,1,344,0,0,0,1,0,0,1
23,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,2,1,344,0,0,0,1,0,0,1
23,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,344,0,0,0,1,0,0,1
23,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,2,1,345,0,0,0,1,0,0,1
23,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,2,1,345,0,0,0,1,0,0,1
23,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,345,0,0,0,1,0,0,1
24,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,1,1,346,0,0,0,1,0,1,1
24,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,1,1,346,0,0,0,1,0,1,1
24,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,346,0,0,0,1,0,1,1
24,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,0,-1,1,1,347,0,0,0,1,0,1,1
24,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,1,1,347,0,0,0,1,0,1,1
24,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,347,0,0,0,1,0,1,1
24,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,1,-1,1,1,348,0,0,0,1,0,1,1
24,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,1,1,348,0,0,0,1,0,1,1
24,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,348,0,0,0,1,0,1,1
24,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,1,1,349,0,0,0,1,0,1,1
24,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,1,1,349,0,0,0,1,0,1,1
24,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,349,0,0,0,1,0,1,1
24,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,1,1,350,0,0,0,1,0,1,1
24,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,1,-1,1,1,350,0,0,0,1,0,1,1
24,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,350,0,0,0,1,0,1,1
24,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,1,1,351,0,0,0,1,0,1,1
24,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,1,1,351,0,0,0,1,0,1,1
24,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,351,0,0,0,1,0,1,1
24,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,1,1,352,0,0,0,1,0,1,1
24,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,0,-1,1,1,352,0,0,0,1,0,1,1
24,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,352,0,0,0,1,0,1,1
24,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,1,1,353,0,0,0,1,0,1,1
24,8,2,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,1,1,353,0,0,0,1,0,1,1
24,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,353,0,0,0,1,0,1,1
24,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,1,1,354,0,0,0,1,0,1,1
24,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,354,0,0,0,1,0,1,1
24,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,354,0,0,0,1,0,1,1
24,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,0,-1,1,1,355,0,0,0,1,0,1,1
24,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,0,-1,1,1,355,0,0,0,1,0,1,1
24,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,355,0,0,0,1,0,1,1
24,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,1,1,356,0,0,0,1,0,1,1
24,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,0,-1,1,1,356,0,0,0,1,0,1,1
24,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,356,0,0,0,1,0,1,1
24,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,357,0,0,0,1,0,1,1
24,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,1,1,357,0,0,0,1,0,1,1
24,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,357,0,0,0,1,0,1,1
24,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,1,1,358,0,0,0,1,0,1,1
24,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,1,1,358,0,0,0,1,0,1,1
24,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,358,0,0,0,1,0,1,1
24,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,1,1,359,0,0,0,1,0,1,1
24,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,0,-1,1,1,359,0,0,0,1,0,1,1
24,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,359,0,0,0,1,0,1,1
24,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,1,1,360,0,0,0,1,0,1,1
24,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,1,1,360,0,0,0,1,0,1,1
24,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,360,0,0,0,1,0,1,1
25,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,1,1,361,0,0,0,1,0,0,1
25,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,1,-1,1,1,361,0,0,0,1,0,0,1
25,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,361,0,0,0,1,0,0,1
25,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,0,-1,1,1,362,0,0,0,1,0,0,1
25,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,1,1,362,0,0,0,1,0,0,1
25,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,362,0,0,0,1,0,0,1
25,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,0,-1,1,1,363,0,0,0,1,0,0,1
25,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,1,1,363,0,0,0,1,0,0,1
25,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,363,0,0,0,1,0,0,1
25,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,1,1,364,0,0,0,1,0,0,1
25,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,1,1,364,0,0,0,1,0,0,1
25,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,364,0,0,0,1,0,0,1
25,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,1,1,365,0,0,0,1,0,0,1
25,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,1,1,365,0,0,0,1,0,0,1
25,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,365,0,0,0,1,0,0,1
25,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,1,-1,1,1,366,0,0,0,1,0,0,1
25,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,1,1,366,0,0,0,1,0,0,1
25,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,366,0,0,0,1,0,0,1
25,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,1,1,367,0,0,0,1,0,0,1
25,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,0,-1,1,1,367,0,0,0,1,0,0,1
25,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,367,0,0,0,1,0,0,1
25,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,1,1,368,0,0,0,1,0,0,1
25,8,2,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,1,1,368,0,0,0,1,0,0,1
25,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,368,0,0,0,1,0,0,1
25,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,1,1,369,0,0,0,1,0,0,1
25,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,369,0,0,0,1,0,0,1
25,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,369,0,0,0,1,0,0,1
25,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,0,-1,1,1,370,0,0,0,1,0,0,1
25,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,1,-1,1,1,370,0,0,0,1,0,0,1
25,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,370,0,0,0,1,0,0,1
25,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,1,1,371,0,0,0,1,0,0,1
25,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,0,-1,1,1,371,0,0,0,1,0,0,1
25,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,371,0,0,0,1,0,0,1
25,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,372,0,0,0,1,0,0,1
25,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,1,1,372,0,0,0,1,0,0,1
25,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,372,0,0,0,1,0,0,1
25,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,1,1,373,0,0,0,1,0,0,1
25,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,1,1,373,0,0,0,1,0,0,1
25,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,373,0,0,0,1,0,0,1
25,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,1,1,374,0,0,0,1,0,0,1
25,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,1,-1,1,1,374,0,0,0,1,0,0,1
25,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,374,0,0,0,1,0,0,1
25,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,1,-1,1,1,375,0,0,0,1,0,0,1
25,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,1,1,375,0,0,0,1,0,0,1
25,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,375,0,0,0,1,0,0,1
26,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,0,-1,6,1,376,0,0,0,0,0,0,1
26,1,2,0,1,-1,-1,1,0,1,0,1,0,1,0,1,-1,6,1,376,0,0,0,0,0,0,1
26,1,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,376,0,0,0,0,0,0,1
26,2,1,0,1,-1,-1,1,0,0,1,-1,-1,0,1,1,-1,6,1,377,0,0,0,0,0,0,1
26,2,2,1,0,1,0,-1,-1,1,0,1,0,1,0,0,-1,6,1,377,0,0,0,0,0,0,1
26,2,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,377,0,0,0,0,0,0,1
26,3,1,0,1,1,0,0,1,0,1,1,0,-1,-1,0,-1,6,1,378,0,0,0,0,0,0,1
26,3,2,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,-1,6,1,378,0,0,0,0,0,0,1
26,3,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,378,0,0,0,0,0,0,1
26,4,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,0,0,-1,6,1,379,0,0,0,0,0,0,1
26,4,2,1,0,0,1,0,1,1,0,0,1,0,1,1,-1,6,1,379,0,0,0,0,0,0,1
26,4,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,379,0,0,0,0,0,0,1
26,5,1,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,6,1,380,0,0,0,0,0,0,1
26,5,2,0,1,0,1,-1,-1,0,1,-1,-1,0,1,1,-1,6,1,380,0,0,0,0,0,0,1
26,5,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,380,0,0,0,0,0,0,1
26,6,1,-1,-1,1,0,1,0,1,0,0,1,-1,-1,0,-1,6,1,381,0,0,0,0,0,0,1
26,6,2,1,0,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,6,1,381,0,0,0,0,0,0,1
26,6,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,381,0,0,0,0,0,0,1
26,7,1,1,0,-1,-1,1,0,0,1,1,0,-1,-1,0,-1,6,1,382,0,0,0,0,0,0,1
26,7,2,0,1,1,0,0,1,-1,-1,0,1,1,0,1,-1,6,1,382,0,0,0,0,0,0,1
26,7,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,382,0,0,0,0,0,0,1
26,8,1,0,1,-1,-1,-1,-1,1,0,0,1,-1,-1,1,-1,6,1,383,0,0,0,0,0,0,1
26,8,2,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,6,1,383,0,0,0,0,0,0,1
26,8,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,383,0,0,0,0,0,0,1
26,9,1,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,-1,6,1,384,0,0,0,0,0,0,1
26,9,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,6,1,384,0,0,0,0,0,0,1
26,9,3,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,384,0,0,0,0,0,0,1
26,10,1,1,0,1,0,0,1,1,0,-1,-1,1,0,0,-1,6,1,385,0,0,0,0,0,0,1
26,10,2,0,1,0,1,-1,-1,-1,-1,1,0,0,1,1,-1,6,1,385,0,0,0,0,0,0,1
26,10,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,385,0,0,0,0,0,0,1
26,11,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-1,6,1,386,0,0,0,0,0,0,1
26,11,2,0,1,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,6,1,386,0,0,0,0,0,0,1
26,11,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,386,0,0,0,0,0,0,1
26,12,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,6,1,387,0,0,0,0,0,0,1
26,12,2,1,0,1,0,-1,-1,0,1,0,1,0,1,1,-1,6,1,387,0,0,0,0,0,0,1
26,12,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,387,0,0,0,0,0,0,1
26,13,1,1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,6,1,388,0,0,0,0,0,0,1
26,13,2,0,1,0,1,0,1,1,0,1,0,1,0,1,-1,6,1,388,0,0,0,0,0,0,1
26,13,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,388,0,0,0,0,0,0,1
26,14,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,-1,6,1,389,0,0,0,0,0,0,1
26,14,2,0,1,0,1,1,0,-1,-1,0,1,1,0,1,-1,6,1,389,0,0,0,0,0,0,1
26,14,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,389,0,0,0,0,0,0,1
26,15,1,1,0,-1,-1,-1,-1,0,1,0,1,1,0,1,-1,6,1,390,0,0,0,0,0,0,1
26,15,2,-1,-1,1,0,0,1,-1,-1,1,0,0,1,0,-1,6,1,390,0,0,0,0,0,0,1
26,15,3,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,390,0,0,0,0,0,0,1
27,1,1,-1,-1,0,1,0,1,0,1,0,1,-1,-1,1,-1,1,1,391,0,0,0,1,0,0,1
